"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"1",4.99999999999999,3.60000000000002,2.00000000000001,3.7,3.40000000000001,-1.7,1.3,-10.1,59.1,1.59999999999999,5.19999999999999,6.8,5.8,2.2,0.70000000000001,7.9,-2.2,10.4,-0.600000000000001,4.49999999999999,7.09999999999999,1.6,2.10000000000001,1.2,4,-3.6,1.7,6.59999999999999,4.6,6.7,2.50000000000001,2.4,5.7,2.8,5,3.3,2.4,1.7,3.2,3.2,-0.400000000000006,8.20000000000002,1.3,2,9.59999999999999,0.5,0.399999999999995,0.199999999999996,2.40000000000001,1.7
"2",-1.79999999999998,0.499999999999986,3.59999999999999,1.5,-2.1,3.2,1,17.9,-51.9,-0.999999999999986,-3.39999999999999,2.2,-4.90000000000001,-2.59999999999999,1.09999999999999,-6.2,-1.1,-5.1,-0.300000000000004,-2.2,-5.29999999999999,1.5,-1.00000000000001,-0.800000000000001,2.59999999999999,-4.2,1.3,-4.8,-2.7,-3.3,-4.70000000000001,-1.6,-0.600000000000009,-1.9,-2.59999999999999,0.900000000000006,-1.1,-0.399999999999999,-9.09999999999999,4.50000000000001,2.40000000000001,-1.10000000000001,0.300000000000011,-0.700000000000006,-4.1,0.800000000000001,1.5,-2.29999999999999,-1.6,-7.49999999999999
"3",-7.30000000000001,-2.5,-6,-7,-7.105427357601e-15,-2.20000000000001,-6.8,-19.5,26.4,-2.70000000000001,1,-9.59999999999999,5.7,-0.899999999999999,-1.8,2.1,1.59999999999999,-0.100000000000001,-3.09999999999999,3.6,2.69999999999999,-3.3,-0.299999999999994,0.800000000000004,-3.4,10.1,-5.59999999999999,-3.1,0.700000000000005,-0.800000000000001,2.40000000000001,-1.2,-3.4,6.6,1.09999999999999,-2.7,0.400000000000002,-1.2,0.0999999999999872,-8.50000000000001,0.199999999999999,-2.00000000000001,-1.80000000000002,1.30000000000001,-4.7,-2.4,0.0999999999999979,0.199999999999989,1,5.39999999999999
"4",8.1,1.5,5.3,1.5,-0.899999999999999,0.600000000000012,4.8,15.7,11.6,1.20000000000001,-2.90000000000001,10.1,-2.9,2.39999999999999,-0.799999999999997,0.0999999999999943,-2.3,-0.599999999999994,8.09999999999999,-6.40000000000001,-1.99999999999999,2.5,0.299999999999994,-0.600000000000005,-3.9,-7.2,6.2,4.3,-0.100000000000003,0.900000000000002,1.39999999999998,2.3,3.3,-8.9,-1.89999999999999,2.2,-0.499999999999996,1.2,11.6,4.2,2.2,0.500000000000014,1.00000000000001,-2,15,-0.800000000000001,-2,2.10000000000001,-0.900000000000002,-0.999999999999996
"5",-2.1,3.1,-3.00000000000001,3,3.7,2.89999999999999,0.299999999999994,-11.1,-26.8,2.59999999999999,4.2,-7.29999999999999,-2.5,0.5,2.20000000000001,-0.199999999999996,4,1.2,-2.90000000000001,4.50000000000001,1.59999999999999,0.600000000000001,-0.799999999999997,0.400000000000002,8.40000000000001,2.7,-3.6,2.1,-2,0.300000000000001,1.20000000000001,-0.5,-3.8,4,3.8,1,-2,-0.799999999999997,-7.49999999999999,1.4,-4.4,0.399999999999991,1,1.2,-17.5,3.3,1.70000000000001,-0.600000000000001,1.4,-2.4
"6",0.400000000000006,-1.1,3.50000000000001,-0.800000000000004,-1.59999999999999,-2.29999999999999,0.600000000000001,6.80000000000001,26.6,-1.3,-3.5,10.3,7.4,-0.29999999999999,-2.60000000000001,0.199999999999996,-4.1,-0.700000000000014,-0.499999999999993,-0.200000000000005,0.100000000000009,-0.800000000000004,2.7,-0.399999999999999,-3.80000000000001,0.5,1.6,-6.7,2.1,0.699999999999996,0.999999999999993,1.4,4.99999999999999,4.00000000000001,-2.4,-3.2,4.6,3.6,-2.40000000000001,-0.399999999999999,1.1,1.4,-0.600000000000009,-0.699999999999992,10,-1.4,0.399999999999995,0.299999999999997,-2.2,3.2
"7",-1,-0.900000000000006,-5,-1.79999999999999,0.399999999999991,0.599999999999994,-2,0.899999999999984,-17.2,-1.09999999999999,3.2,-15.6,-5.20000000000001,-2.3,3.40000000000001,1.30000000000001,4,2.10000000000001,-1.10000000000001,-1.1,0.199999999999992,-1.2,-2.40000000000001,1.4,0.70000000000001,-1.9,-0.200000000000006,7.2,-2,-1.7,-4.29999999999999,-1.6,-2.9,-8.80000000000001,0.200000000000003,2.2,-2.9,-3.8,3.2,-2.5,2,-3.5,0.899999999999999,2,-1.2,0.800000000000001,-1.2,-1.1,3.6,-1.69999999999999
"8",3.19999999999999,-1.7,5.2,3.89999999999999,-0.0999999999999979,-0.199999999999999,1.2,-5.59999999999999,3.50000000000001,2.5,1.4210854715202e-14,11.4,-3.4,4.29999999999999,-1.40000000000001,-1.60000000000001,-3.2,-0.799999999999997,1.40000000000001,0.700000000000001,-0.699999999999996,1.8,1.8,-1.5,2.09999999999999,2.8,-0.799999999999994,-4.10000000000002,3.3,2.2,1.29999999999999,0.699999999999996,0.600000000000001,7.50000000000001,1.5,1.09999999999999,-0.300000000000001,1.2,2.7,1.6,-0.699999999999999,4.30000000000001,-0.399999999999984,-2.6,-3.5,-0.700000000000003,0.999999999999996,0.600000000000009,-4.6,-1.90000000000001
"9",-6.69999999999998,-2.8,-5.2,-4.99999999999999,-0.900000000000002,-4.1,0.400000000000004,4.50000000000001,-2.60000000000002,-3.79999999999999,-3.10000000000002,-4.3,5.6,-3.79999999999999,-1.5,3.5527136788005e-15,2.8,-2.80000000000001,-1.80000000000001,-1.6,-0.899999999999999,-0.899999999999997,-2.4,-0.400000000000002,-7.79999999999998,-3.4,1.7,-0.499999999999986,-1.1,-1.2,2.2,-0.599999999999994,-1.7,-2.6,-2.9,-3.1,0.0999999999999979,-0.899999999999999,-2.5,-2.7,-1.2,-5.10000000000002,-1.70000000000002,-1.1,3.4,0.600000000000005,-1.9,1.59999999999999,3.4,4.70000000000001
"10",8.29999999999998,10.3,3.60000000000001,6.39999999999999,2,8.40000000000001,0.399999999999999,-3.40000000000001,9.70000000000001,2.69999999999999,3,1.1,3.5527136788005e-15,1.5,3.2,1.3,-2.6,5.20000000000001,3.10000000000001,2.5,2.4,0.299999999999999,1.1,2.2,8.79999999999999,2.2,-2.5,3.5,-2.4,0.4,-0.799999999999997,-0.200000000000005,3.19999999999999,0.400000000000004,2.20000000000001,2.90000000000001,1.1,1.9,-2.5,3.59999999999999,-0.100000000000001,4.80000000000001,3.60000000000001,3.8,-0.899999999999999,-1.40000000000001,3.39999999999999,-2.5,-2.5,-2.3
"11",-5.69999999999999,-6.60000000000001,2.2,-4.59999999999999,-1,-6.70000000000001,-1.8,5.5,-13,1,-1.7,3.7,-1.90000000000001,1.5,-1.8,-1.5,1.3,-3.1,-2.20000000000001,1.77635683940025e-15,-1.99999999999999,0.700000000000001,2.60000000000001,-1.8,-3.7,-1.4,2.8,1,2.7,-0.500000000000002,-0.299999999999997,1.4,-1.79999999999999,0.599999999999996,1.29999999999999,-1.6,0.900000000000006,-0.200000000000003,3.7,2.50000000000001,2.5,-0.300000000000004,-2.8,-1.3,-3.9,1.20000000000001,-2.39999999999999,1.9,3.6,2
"12",3.99999999999999,-1.9,-3.6,1.9,0.200000000000003,4.20000000000001,2.4,-2.2,16,-0.499999999999996,3.4,-4.7,0.400000000000002,-1,0.200000000000006,1.7,1.2,0,2.10000000000001,-4.1,2.29999999999999,-0.6,-3.00000000000001,1.4,0.900000000000006,2.99999999999999,-1.90000000000001,-4.7,0.799999999999998,-0.0999999999999996,0.29999999999999,-0.5,1.99999999999999,-2.6,-2.7,2.3,-0.700000000000003,-2,-2.6,-4.00000000000001,-2.2,-2.7,1.59999999999999,-0.299999999999995,8.7,0.999999999999993,1.99999999999999,-0.300000000000004,-2.6,-3.8
"13",-4.9,4.4,-1.3,-2.7,-0.400000000000006,-3.70000000000001,-2,-5.2,-14.7,-1.50000000000001,-4.9,2.1,0.800000000000001,-1.9,0.0999999999999979,0.100000000000003,-2.5,1.5,-6.3,4.8,-2.49999999999999,-0.300000000000002,7.105427357601e-15,-2.2,-0.0999999999999943,-3.4,1.40000000000001,3.2,-3.2,1.1,-1.69999999999999,-0.300000000000001,-1.89999999999999,5.5,2.1,-4.59999999999999,-0.500000000000002,1.50000000000001,2.2,-0.799999999999994,2.8,3.5,-1.7,1.9,-6.9,-2.4,-2.2,-1.4,1.2,1.4
"14",6.7,-0.599999999999991,4.40000000000001,5,0.100000000000009,3,0.999999999999998,6.9,11,1.8,5.3,0.300000000000001,0.999999999999996,3.5,-0.100000000000005,-1.6,2.09999999999999,-0.199999999999996,12.1,-2.8,2.39999999999999,-0.0999999999999979,1.7,4,7.59999999999999,2.1,-3.4,-1.4,2.8,-0.5,0.699999999999989,0,0.499999999999993,-7.3,-1.10000000000001,7.89999999999999,2.5,0.499999999999995,0.600000000000001,4.2,-4.7,-2.8,1.90000000000001,-1.9,2.2,2.6,1.8,2,-0.300000000000001,0.5
"15",-4.5,-4.90000000000001,-4.60000000000001,-4.7,-0.200000000000006,-2.4,-0.800000000000001,-3.29999999999999,-8.9,-2,-5.3,-4.80000000000001,-2.49999999999999,-3.6,1.10000000000001,-0.4,0.900000000000006,-3.1,-9.7,0.899999999999997,-1.29999999999999,2.1,-1,-4.2,-14.4,-2.3,6.2,-0.199999999999996,-1.9,0.0999999999999979,2.00000000000001,0.4,0.300000000000004,6.6,-0.499999999999989,-8.29999999999999,-5.4,-1.3,-3,-6,3.8,-0.199999999999999,-0.899999999999999,1.5,-8.88178419700125e-16,-2,-0.6,-2.40000000000001,-0.499999999999996,3.7
"16",-2.9,8.5,1.8,1.2,-0.799999999999997,1.6,0.400000000000002,-0.700000000000003,2.4,-1.2,1.5,4.20000000000001,0.599999999999991,0.899999999999999,-3.90000000000001,2.5,-3.6,2.3,0.400000000000002,1.3,-1.70000000000001,-4.4,-0.899999999999999,0.4,0.300000000000011,3.9,-5.5,0.199999999999996,0.799999999999999,-0.999999999999998,-1.70000000000002,-0.799999999999999,-1.2,-6,0.399999999999991,3.5,5.8,0.6,0.800000000000004,4.8,-1.5,1,-0.700000000000003,-4.1,-2,-0.600000000000001,-2.1,3.90000000000001,-0.600000000000003,-6.7
"17",5.2,-8.4,-2.70000000000001,-1.1,-0.600000000000001,-1.80000000000001,-0.800000000000002,-0.5,-2.3,1.3,-1.2,0.600000000000001,-3.59999999999999,-0.599999999999998,4.3,-3.7,-0.200000000000003,-0.400000000000002,2.49999999999999,-2.5,1.30000000000001,3.6,0.700000000000003,0.899999999999999,11.2,-3.9,1.09999999999999,-2.8,-0.999999999999998,0,-2.09999999999999,-0.300000000000002,-1.9,2.7,-0.899999999999995,-1.70000000000001,-6.9,-1.7,1.49999999999999,-4.8,-3,-2.8,-1.3,0.700000000000003,1.9,1.5,0.600000000000003,-3.40000000000001,-0.0999999999999979,-1.6
"18",-4,2.1,3.3,-1.9,0.600000000000001,0.700000000000006,-0.199999999999999,2.6,-1.8,0.600000000000001,2.49999999999999,-5.00000000000001,5.19999999999999,1.79999999999999,-3.7,0.9,2.8,-2.2,-3.69999999999999,3.5527136788005e-15,-1.00000000000001,-2.4,-0.800000000000002,0.400000000000002,-8.99999999999999,-4.5,-0.699999999999996,1.59999999999999,0.699999999999998,0.6,-0.100000000000009,0.600000000000001,2.7,1.6,-0.300000000000001,-1.29999999999999,3.6,1.8,-5.2,4.3,2.9,2,0.500000000000011,2.1,1.5,-1.1,1.5,-3.79999999999999,-0.200000000000003,6
"19",2.4,0.300000000000001,0.599999999999998,6.2,1.6,-0.200000000000001,1.7,-1.2,8.9,0.699999999999999,-0.499999999999993,6.8,-3.7,-1.09999999999999,1.4,1.9,-3.9,2.6,3.59999999999999,3.5,2.1,1.6,1,-0.300000000000001,3.2,11,1.4,5.50000000000001,0.200000000000003,0.200000000000001,2.90000000000001,-0.299999999999999,-0.899999999999995,-4.6,1.8,3.1,1.6,-0.6,6.9,-2.5,1.9,1.9,1.09999999999999,-1.1,-2.1,0.999999999999998,-0.700000000000001,6.99999999999999,2.1,-1.9
"20",-0.400000000000002,3,2.7,-3.4,-0.900000000000006,1.9,0.300000000000001,-0.800000000000004,-6.8,-0.199999999999998,-1,-2.3,6,0.399999999999995,2.5,-0.199999999999999,5.7,0.499999999999993,1,-5.5,-1.1,-0.300000000000002,0.700000000000001,0.899999999999999,1.1,-4.4,2.2,-7.1,1.4,-0.500000000000003,0.799999999999994,0.799999999999999,2.79999999999999,7.3,-0.200000000000001,2.4,-0.6,0.799999999999997,-3.3,2.4,0.200000000000001,-0.799999999999997,1.7,3,-1.2,1.77635683940025e-15,0.500000000000002,-2.29999999999999,-0.300000000000001,1.2
"21",-0.199999999999996,-2.3,-7,-0.700000000000003,-0.499999999999995,0.500000000000004,-2.2,4.1,2,-0.800000000000002,1.7,-1.9,-6.5,-0.0999999999999979,-3.3,-0.5,-3.7,-0.699999999999999,-2.5,5.1,0.399999999999999,0.300000000000002,-1.4,-1.5,0.899999999999999,-0.899999999999999,-3.4,3.7,-3.8,0.500000000000002,-1,-1.1,-3.2,-7.7,-0.799999999999997,-5.1,-1.2,-1.5,0.699999999999999,-1.8,-6.3,-1.6,-1.59999999999999,-3,-0.200000000000003,-1.5,-1.2,-2.8,-2.3,0.199999999999996
"22",1.59999999999999,0.100000000000001,4.9,2,1.1,-3.7,1.5,-6.00000000000001,4,0.4,-0.200000000000001,1.8,5,0.700000000000001,1.6,-0.200000000000001,2.4,-0.699999999999996,1.3,-2.3,0.600000000000001,-0.600000000000001,0.200000000000003,1.3,-0.699999999999996,0.6,0.699999999999998,1.6,3.5,-0.3,-1.9,0.699999999999998,2.5,4.5,0.999999999999998,0.900000000000002,0.800000000000001,1.5,-0.200000000000001,2.3,7.6,1.7,0.0999999999999908,1.9,4.8,3.1,2.3,4.3,2.3,-2
"23",-0.999999999999996,2,-1.2,0.600000000000003,-0.199999999999999,4.3,-0.6,3.1,-6.00000000000001,0.9,-0.399999999999999,-1.6,-2.6,-3.5527136788005e-15,0.699999999999998,0.500000000000003,-2.8,1.2,0.499999999999998,-0.700000000000002,-0.300000000000001,0.899999999999999,0.999999999999997,-1.2,-0.300000000000004,-3.9,2.5,-2.8,-1.1,0.6,2.9,0.600000000000001,-1.8,1.8,-0.0999999999999996,3.9,0.399999999999999,1.77635683940025e-15,1.7,-2.5,-6.7,-0.200000000000001,0.200000000000003,-1.3,-5.3,-2.4,-1.9,-3.9,-0.9,-3.5527136788005e-15
"24",0.0999999999999996,-4,-0.100000000000001,-2.5,-0.4,-2.2,0.300000000000001,1.9,6.50000000000001,-1.2,-0.400000000000002,1.4,8.88178419700125e-16,-1.6,-1.5,-0.500000000000003,3,-0.500000000000004,-2.3,1.8,-1.6,-0.6,-0.0999999999999979,0.899999999999999,0,6,-3.8,-0.800000000000001,-0.5,-0.7,-1.50000000000001,-1.3,0.499999999999996,-5.5,-1.1,-3.2,-1.3,-0.699999999999998,-3.2,1.6,9.8,-1,0.300000000000002,0.600000000000001,4.6,0.6,0.700000000000002,5.1,0.899999999999999,2.7
"25",-1.3,4.2,0.200000000000001,1.5,0.0999999999999996,-0.600000000000001,0.899999999999999,-1.6,-6.00000000000001,-0.0999999999999979,3.5527136788005e-15,0.799999999999999,-0.800000000000001,1.9,1.2,1.3,-2.8,-0.399999999999997,2.4,-0.200000000000001,1.4,0.300000000000001,-0.300000000000002,0.0999999999999996,-1.1,-3,2.4,1.9,0.3,0.300000000000001,1.2,1,0.300000000000004,1.8,1,0.4,0.600000000000002,0.499999999999997,2.7,-0.299999999999999,-12.5,1.3,-1.1,0,-4.3,0.300000000000001,-0.400000000000001,-4.7,-1.1,-2.4
"26",1.6,-4.5,0.0999999999999996,-0.200000000000001,0.2,1,-2.1,-3.8,4.1,0.899999999999999,1.3,-0.199999999999999,2.8,-0.8,-0.400000000000002,-1.1,2.9,2.1,-0.100000000000003,-1,0.300000000000001,-0.800000000000001,-0.699999999999998,-0.699999999999999,1.4,0.100000000000004,-0.599999999999999,-0.0999999999999961,0.7,0.699999999999999,-3.3,-0.200000000000001,-0.600000000000003,4.7,-0.500000000000002,0.200000000000001,1.3,0.300000000000002,0.399999999999999,0.4,10.4,-1,1.3,-0.799999999999999,1.9,-0.300000000000001,0.5,3.3,0.399999999999999,-0.699999999999998
